book_asin,parent_category,category,isbn_13,title,author,price,publication_date,publisher,rating,review_count
1617298638,Databases & Big Data,Data Modeling & Design,978-3319790626,Machine Learning with Amazon SageMaker Cookbook: 80 proven recipes for data scientists and developers to perform machine learning experiments and deployments,Joshua Arvin Lat,51.99,2021-10-29,Packt Publishing,4.9,14
1638281300,Computer Science,Computer Simulation,978-1430219521,HLSL Development Cookbook,Doron Feinstein,51.99,2013-06-13,Packt Publishing,3.2,19
1785881116,Databases & Big Data,Data Modeling & Design,978-1803248974,"Limitless Analytics with Azure Synapse: An end-to-end analytics service for data processing, management, and ingestion for BI and ML requirements",Mukesh Kumar,51.99,2021-06-18,Packt Publishing,4,31
1786468522,Computer Science,Bioinformatics,978-1735431154,Machine Learning in Biotechnology and Life Sciences: Build machine learning models using Python and deploy them on the cloud,Saleh Alkhalifa,51.99,2022-01-28,Packt Publishing,4.1,20
1789348269,Databases & Big Data,Data Modeling & Design,978-0136086208,Amazon Redshift Cookbook: Recipes for building modern data warehousing solutions,Thiyagarajan Arumugam,51.99,2021-07-23,Packt Publishing,4.5,23
1789809770,Programming Languages,Python,978-1492061373,Python Data Analysis - Second Edition,Armando Fandango,51.99,2017-03-27,Packt Publishing,3.9,9
1789951739,Computer Science,Bioinformatics,978-1484219720,Modern C++: Efficient and Scalable Application Development: Leverage the modern features of C++ to overcome difficulties in various stages of application development,Richard Grimes,51.99,2018-12-21,Packt Publishing,5,3
1794302689,Computer Science,Systems Analysis & Design,978-1565925984,The Kubernetes Bible: The definitive guide to deploying and managing Kubernetes across major cloud platforms,Nassim Kebbani,51.99,2022-02-24,Packt Publishing,4.2,29
1800207654,Programming Languages,Python,978-1890348984,"Learning ArcGIS Pro 2: A beginner's guide to creating 2D and 3D maps and editing geospatial data with ArcGIS Pro, 2nd Edition",Tripp Corbin,51.99,2020-07-24,Packt Publishing,4.7,20
1801811482,Databases & Big Data,Data Processing,978-1801071970,"Scalable Data Analytics with Azure Data Explorer: Modern ways to query, analyze, and perform real-time data analysis on large volumes of data",Jason Myerscough,51.99,2022-03-17,Packt Publishing,4.7,9
1801817715,Programming Languages,Python,979-8353574064,Python: Advanced Guide to Artificial Intelligence: Expert machine learning systems and intelligent agents using Python,Giuseppe Bonaccorso,51.99,2018-12-21,Packt Publishing,4.6,11
1803237910,Programming Languages,Python,978-1800207721,Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,Nathan George,51.99,2021-09-30,Packt Publishing,4.8,24
1845401484,Programming Languages,Python,978-1943872961,QGIS Python Programming Cookbook - Second Edition,Joel Lawhead,51.99,2017-03-14,Packt Publishing,3.2,6
1933820845,Programming Languages,Python,978-0367263508,"Algorithmic Short Selling with Python: Refine your algorithmic trading edge, consistently generate investment ideas, and build a robust long/short product",Laurent Bernut,51.99,2021-09-30,Packt Publishing,4.8,47
3030343715,Security & Encryption,Privacy & Online Safety,978-1959029571,"Mastering Kali Linux for Advanced Penetration Testing: Become a cybersecurity ethical hacking expert using Metasploit, Nmap, Wireshark, and Burp Suite, 4th Edition",Vijay Kumar Velu,51.99,2022-02-28,Packt Publishing,4.5,33
3527331093,Databases & Big Data,Data Modeling & Design,978-1119835172,Azure Data Engineer Associate Certification Guide: A hands-on reference guide to developing your data engineering skills and preparing for the DP-203 exam,Newton Alex,51.99,2022-02-28,Packt Publishing,4,23
111974024X,Programming Languages,Java,978-1492056355,Hands-On Software Architecture with Java: Learn key architectural techniques and strategies to design efficient and elegant Java applications,Giuseppe Bonocore,51.99,2022-03-16,Packt Publishing,4.6,5
171245885X,Programming Languages,Python,978-0321512949,"Machine Learning for Time-Series with Python: Forecast, predict, and detect anomalies with state-of-the-art machine learning methods",Ben Auffarth,51.99,2021-10-29,Packt Publishing,3.9,33
178913322X,Programming Languages,Python,978-1672268714,"Artificial Intelligence with Python: Your complete guide to building intelligent apps using Python 3.x, 2nd Edition",Alberto Artasanchez,51.99,2020-01-31,Packt Publishing,4.2,56
364203148X,Programming Languages,Python,978-1484249949,Learn Robotics Programming: Build and control autonomous robots using Raspberry Pi 3 and Python,Danny Staple,51.99,2018-11-29,Packt Publishing,4.5,99
B019D322VO,Databases & Big Data,Data Modeling & Design,978-1785881114,Learning Qlik Sense®: The Official Guide - Second Edition: Get the most out of your Qlik Sense investment with the latest insight and guidance direct from the Qlik Sense team,Christopher Ilacqua,51.99,2015-12-24,Packt Publishing,3.6,30
8426720862,Databases & Big Data,Data Mining,978-3764367008,Hands-On Blockchain with Hyperledger: Building decentralized applications with Hyperledger Fabric and Composer,Petr Novotny,51.89,2018-06-21,Packt Publishing,3.9,35
012408138X,Programming Languages,Python,978-1118026229,Artificial Intelligence with Python: A Comprehensive Guide to Building Intelligent Apps for Python Beginners and Developers,Prateek Joshi,51.84,2017-01-27,Packt Publishing,4.3,71
1800560419,Databases & Big Data,Oracle,978-1789134803,Cost-Based Oracle Fundamentals (Expert's Voice in Oracle),Jonathan Lewis,51.82,2005-11-02,Apress,4.5,52
3030691772,Programming Languages,Python,978-1774590577,Pro Deep Learning with TensorFlow 2.0: A Mathematical Approach to Advanced Artificial Intelligence in Python,Santanu Pattanayak,51.74,2023-01-01,Apress,0,0
1852332212,Programming Languages,C & C++,978-0471412762,Agile Estimating and Planning,Mike Cohn,51.7,2005-11-01,Pearson,4.6,525
1580530583,Programming Languages,C#,978-8426720863,Build Your Own .NET Language and Compiler,Edward G. Nilges,51.67,2004-05-13,Apress,3.8,17
1119093104,Databases & Big Data,Data Warehousing,978-1803231822,Data Strategy,Larissa Moss,51.66,2005-06-15,Addison-Wesley Professional,4.2,15
1009098489,Computer Science,Bioinformatics,978-0367619923,Python Programming for Biology: Bioinformatics and Beyond,Tim J. Stevens,51.61,2015-04-06,Cambridge University Press,4.8,8
020163371X,Programming Languages,Python,978-0785839132,Introduction to Machine Learning with Python: A Guide for Data Scientists,Andreas Müller,51.6,2016-11-15,O'Reilly Media,4.5,614
1260026019,Databases & Big Data,SQL,978-0367149741,Head First SQL: Your Brain on SQL -- A Learner's Guide,Lynn Beighley,51.58,2007-09-01,O'Reilly Media,4.4,307
3030820394,Databases & Big Data,Data Processing,978-3540006466,"Modeling, Simulation and Data Processing for Additive Manufacturing",Mika Salmi,51.55,2022-01-26,Mdpi AG,0,0
471241954,Databases & Big Data,Data Modeling & Design,978-1800563452,"Microsoft Power BI Quick Start Guide: Bring your data to life through data modeling, visualization, digital storytelling, and more, 2nd Edition",Devin Knight,51.53,2020-10-30,Packt Publishing,4.3,164
1803232978,Security & Encryption,Network Security,978-1718502260,Security Engineering: A Guide to Building Dependable Distributed Systems,Ross Anderson,51.49,2020-12-22,Wiley,4.8,169
1440560870,Programming Languages,Python,978-1718500525,"Python Cookbook, Third Edition",David Beazley,51.48,2013-06-25,O'Reilly Media,4.6,590
1260117588,Programming Languages,Python,978-1680833683,Deep Learning for NLP and Speech Recognition,Uday Kamath,51.32,2020-08-14,Springer,4.6,52
596004966,Programming Languages,C & C++,978-0135224335,Beginning C++ Through Game Programming(Design may vary ),Michael Dawson,51.26,2014-06-23,Cengage Learning,4.6,518
470529393,Programming Languages,Java,978-1617296239,RabbitMQ in Depth,Gavin M. Roy,51.25,2017-09-27,Manning,4.4,28
1484289307,Programming Languages,Python,978-0262540674,An Introduction to Python Programming for Scientists and Engineers,Johnny Wei-Bing Lin,51.22,2022-10-06,Cambridge University Press,3,2
323995489,Computer Science,AI & Machine Learning,978-1491906422,The Little Learner: A Straight Line to Deep Learning,Daniel P. Friedman,51.2,2023-02-21,The MIT Press,5,3
1493981269,Web Development & Design,User Experience & Usability,978-1933988221,User Interface Design and Evaluation (Interactive Technologies),Mark Woodroffe,51.19,2005-04-29,Morgan Kaufmann,4.2,26
1787286452,Databases & Big Data,Oracle,978-1735431185,Oracle Performance Tuning: Database Management Systems (Nutshell Handbooks),Mark Gurry,51.13,1996-12-10,O'Reilly Media,4,7
1590594339,Programming Languages,Java,978-1801815697,Optimizing Java: Practical Techniques for Improving JVM Application Performance,Benjamin J Evans,51.12,2018-05-22,O'Reilly Media,4.2,63
303114323X,Security & Encryption,Network Security,978-3030376420,Pro Encryption in SQL Server 2022: Provide the Highest Level of Protection for Your Data,Matthew McGiffen,51.1,2022-11-18,Apress,0,0
B01CEKKKDU,Databases & Big Data,Data Processing,978-1647822811,Transaction Processing: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),Jim Gray,51.06,1992-09-15,Morgan Kaufmann,4.7,26
1491928468,Computer Science,Information Theory,978-1838986506,Quantum Cryptography and Secret-Key Distillation,Gilles van Assche,51.02,2012-10-04,Cambridge University Press,3.9,3
1732379718,Programming Languages,C & C++,978-1119628248,Modern Fortran: Building efficient parallel applications,Milan Curcic,51,2020-11-24,Manning,4.8,30
180181144X,Programming Languages,Python,978-1933820347,Modern Fortran: Building efficient parallel applications,Milan Curcic,51,2020-11-24,Manning,4.8,30
1593278616,Programming Languages,C & C++,978-1119894872,Effective C++: 55 Specific Ways to Improve Your Programs and Designs,Scott Meyers,50.99,2005-05-12,Addison-Wesley Professional,4.6,474
069123373X,Programming Languages,C & C++,978-0132129480,Effective STL: 50 Specific Ways to Improve Your Use of the Standard Template Library,Scott Meyers,50.99,2001-06-06,Addison-Wesley Professional,4.5,157
1484269888,Programming Languages,Python,978-1788295666,Python Scripting for ArcGIS Pro,Paul A. Zandbergen,50.99,2020-07-07,Esri Press,4.5,146
596153813,Databases & Big Data,Data Modeling & Design,978-0137470358,Algorithms and Data Structures for Massive Datasets,Dzejla Medjedovic,50.99,2022-07-05,Manning,4.3,6
137871074,Computer Science,AI & Machine Learning,978-1788992749,Programming Quantum Computers: Essential Algorithms and Code Samples,Eric Johnston,50.99,2019-08-13,O'Reilly Media,4.6,152
178995648X,Programming Languages,Python,978-0691218700,"Fluent Python: Clear, Concise, and Effective Programming",Luciano Ramalho,50.99,2022-05-10,O'Reilly Media,4.7,213
1954907400,Programming Languages,Python,978-1491974292,Practical Deep Learning: A Python-Based Introduction,Ronald T. Kneusel,50.98,2021-02-23,No Starch Press,4.7,39
1621537706,Computer Science,Bioinformatics,978-1849694209,"Jira 8 Essentials: Effective issue management and project tracking with the latest Jira features, 5th Edition",Patrick Li,50.98,2019-02-28,Packt Publishing,4.3,67
1119591511,Programming Languages,CSS,978-1590592182,"Learning Web Design: A Beginner's Guide to HTML, CSS, JavaScript, and Web Graphics",Jennifer Robbins,50.84,2018-06-19,O'Reilly Media,4.6,602
1789809150,Programming Languages,Python,978-1449340384,Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,Chris Albon,50.81,2018-04-17,O'Reilly Media,4.5,183
1617296953,Programming Languages,C & C++,978-1718501546,C++ Crash Course: A Fast-Paced Introduction,Josh Lospinoso,50.76,2019-09-24,No Starch Press,4.7,276
158560755X,Programming Languages,C & C++,978-1119821182,C++ Crash Course: A Fast-Paced Introduction,Josh Lospinoso,50.74,2019-09-24,No Starch Press,4.7,276
1138269468,Programming Languages,CSS,978-1430266679,"Pro HTML5 with CSS, JavaScript, and Multimedia: Complete Website Development and Best Practices",Mark J. Collins,50.67,2017-03-14,Apress,3.7,6
080776583X,Programming Languages,C#,978-1032034096,Murach's C# (7th Edition),Joel Murach,50.6,2020-12-18,Mike Murach & Associates,4.6,79
B005H6M8I4,Security & Encryption,Cryptography,978-1484292495,"Access Control, Security, and Trust: A Logical Approach (Chapman & Hall/CRC Cryptography and Network Security Series)",Susan Beth Older,50.51,2010-07-26,Chapman and Hall/CRC,5,4
1801812853,Web Development & Design,Content Management,978-1803239309,Content Management Systeme aus medienökonomischer Sicht - Durchsetzung des ökonomischen Content-Konzepts mit Content Management Systemen bei Medienunternehmen (German Edition),Sevdalina Kirilova,50.5,2011-03-14,GRIN Verlag,0,0
789559579,Computer Science,Systems Analysis & Design,978-1590593875,Data-Driven Modeling & Scientific Computation: Methods for Complex Systems & Big Data,J. Nathan Kutz,50.49,2013-09-15,Oxford University Press,4.8,59
1461471370,Databases & Big Data,Data Modeling & Design,978-1509307760,Data-Driven Modeling & Scientific Computation: Methods for Complex Systems & Big Data,J. Nathan Kutz,50.49,2013-09-15,Oxford University Press,4.8,59
1732991707,Programming Languages,C#,978-1777934620,C++: The Complete Reference (Osborne Complete Reference Series),Herbert Schildt,50.46,2002-12-10,McGraw Hill TAB,4.5,121
130319953,Programming Languages,Java,978-0073052335,Next Generation Java Testing: TestNG and Advanced Concepts,Cédric Beust,50.31,2007-10-15,Addison-Wesley Professional,4.1,24
135404673,Security & Encryption,Encryption,978-0321336323,Cryptology: Classical and Modern with Maplets (Discrete Mathematics and Its Applications),Richard E.,50.15,2012-06-20,Chapman and Hall/CRC,4.7,4
B00EYRG33S,Security & Encryption,Network Security,978-1119795780,Introduction to Computer and Network Security: Navigating Shades of Gray,Richard R. Brooks,50.15,2013-08-19,Chapman and Hall/CRC,5,4
387943846,Programming Languages,Python,978-1098100964,Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,Chris Albon,50.09,2018-04-17,O'Reilly Media,4.5,183
735616485,Databases & Big Data,Oracle,978-1789343731,Oracle High-Performance SQL Tuning,Donald Burleson,50.06,2001-08-17,McGraw Hill TAB,4,10
1617295353,Databases & Big Data,Relational Databases,978-1786279217,OCA Oracle Database SQL Exam Guide (Exam 1Z0-071) (Oracle Press),Steve O'Hearn,50.05,2017-08-23,McGraw Hill TAB,4.5,187
B00DEGYU8U,Computer Science,AI & Machine Learning,978-1800563438,"Machine Learning in Asset Pricing (Princeton Lectures in Finance, 8)",Stefan Nagel,50,2021-05-11,Princeton University Press,3.8,9
1713187205,Computer Science,Computer Simulation,978-1838829254,Principles of Systems: Text and Workbook Chapters 1 through 10,Jay W Forrester,50,2022-02-07,System Dynamics Society,0,0
